student_id,date_registered,first_date_watched,first_date_purchased,date_diff_reg_watch,date_diff_watch_purch
257893,2021-12-23,NULL,NULL,NULL,NULL
257894,2021-12-23,2021-12-24,NULL,1,NULL
257895,2021-12-23,2021-12-27,NULL,4,NULL
257896,2021-12-23,NULL,NULL,NULL,NULL
257897,2021-12-23,NULL,NULL,NULL,NULL
257898,2021-12-23,2021-12-23,2021-12-26,0,3
257899,2021-12-23,NULL,NULL,NULL,NULL
257900,2021-12-23,2021-12-23,NULL,0,NULL
257901,2021-12-23,NULL,NULL,NULL,NULL
257902,2021-12-23,2021-12-23,NULL,0,NULL
257903,2021-12-23,NULL,NULL,NULL,NULL
257904,2021-12-23,NULL,NULL,NULL,NULL
257905,2021-12-23,2021-12-24,NULL,1,NULL
257906,2021-12-23,NULL,NULL,NULL,NULL
257907,2021-12-23,NULL,NULL,NULL,NULL
257908,2021-12-23,2021-12-23,NULL,0,NULL
257909,2021-12-23,2021-12-23,NULL,0,NULL
257910,2021-12-23,NULL,NULL,NULL,NULL
257911,2021-12-23,2021-12-23,NULL,0,NULL
257912,2021-12-23,NULL,NULL,NULL,NULL
257913,2021-12-23,NULL,NULL,NULL,NULL
257914,2021-12-23,2021-12-23,NULL,0,NULL
257915,2021-12-23,NULL,NULL,NULL,NULL
257916,2021-12-23,2021-12-23,NULL,0,NULL
257917,2021-12-23,2021-12-23,NULL,0,NULL
257918,2021-12-23,NULL,NULL,NULL,NULL
257919,2021-12-23,2021-12-23,NULL,0,NULL
257920,2021-12-23,NULL,NULL,NULL,NULL
257921,2021-12-23,NULL,NULL,NULL,NULL
257922,2021-12-23,NULL,NULL,NULL,NULL
257923,2021-12-23,NULL,NULL,NULL,NULL
257924,2021-12-23,NULL,NULL,NULL,NULL
257925,2021-12-23,NULL,NULL,NULL,NULL
257926,2021-12-23,NULL,NULL,NULL,NULL
257927,2021-12-23,NULL,NULL,NULL,NULL
257928,2021-12-23,NULL,NULL,NULL,NULL
257929,2021-12-23,NULL,NULL,NULL,NULL
257930,2021-12-23,2021-12-23,NULL,0,NULL
257931,2021-12-23,2021-12-25,NULL,2,NULL
257932,2021-12-23,NULL,NULL,NULL,NULL
257933,2021-12-23,NULL,NULL,NULL,NULL
257934,2021-12-23,NULL,NULL,NULL,NULL
257935,2021-12-23,2021-12-23,NULL,0,NULL
257936,2021-12-23,NULL,NULL,NULL,NULL
257937,2021-12-23,NULL,NULL,NULL,NULL
257938,2021-12-23,2021-12-23,2021-12-23,0,0
257939,2021-12-23,2021-12-24,NULL,1,NULL
257940,2021-12-23,2022-09-21,NULL,272,NULL
257941,2021-12-23,2021-12-25,NULL,2,NULL
257942,2021-12-23,2021-12-23,NULL,0,NULL
257943,2021-12-23,NULL,NULL,NULL,NULL
257944,2021-12-24,2021-12-24,NULL,0,NULL
257945,2021-12-24,2021-12-24,NULL,0,NULL
257946,2021-12-24,2021-12-24,NULL,0,NULL
257947,2021-12-24,NULL,NULL,NULL,NULL
257948,2021-12-24,2022-06-02,NULL,160,NULL
257949,2021-12-24,2021-12-25,NULL,1,NULL
257950,2021-12-24,2021-12-24,NULL,0,NULL
257951,2021-12-24,NULL,NULL,NULL,NULL
257952,2021-12-24,2021-12-24,NULL,0,NULL
257953,2021-12-24,NULL,NULL,NULL,NULL
257954,2021-12-24,2021-12-24,NULL,0,NULL
257955,2021-12-24,NULL,NULL,NULL,NULL
257956,2021-12-24,NULL,NULL,NULL,NULL
257957,2021-12-24,2021-12-24,NULL,0,NULL
257958,2021-12-24,NULL,NULL,NULL,NULL
257959,2021-12-24,2021-12-24,NULL,0,NULL
257960,2021-12-24,2021-12-24,NULL,0,NULL
257961,2021-12-24,2021-12-24,NULL,0,NULL
257962,2021-12-24,2021-12-30,NULL,6,NULL
257963,2021-12-24,NULL,NULL,NULL,NULL
257964,2021-12-24,2021-12-24,NULL,0,NULL
257965,2021-12-24,2021-12-24,NULL,0,NULL
257966,2021-12-24,NULL,NULL,NULL,NULL
257967,2021-12-24,2021-12-24,NULL,0,NULL
257968,2021-12-24,NULL,NULL,NULL,NULL
257969,2021-12-24,2021-12-24,NULL,0,NULL
257970,2021-12-24,2021-12-24,NULL,0,NULL
257971,2021-12-24,2021-12-24,NULL,0,NULL
257972,2021-12-24,2021-12-24,NULL,0,NULL
257973,2021-12-24,NULL,NULL,NULL,NULL
257974,2021-12-24,NULL,NULL,NULL,NULL
257975,2021-12-24,NULL,NULL,NULL,NULL
257976,2021-12-24,NULL,NULL,NULL,NULL
257977,2021-12-24,2021-12-24,NULL,0,NULL
257978,2021-12-24,NULL,NULL,NULL,NULL
257979,2021-12-24,2021-12-24,NULL,0,NULL
257980,2021-12-24,2021-12-24,NULL,0,NULL
257981,2021-12-24,2021-12-24,NULL,0,NULL
257982,2021-12-24,NULL,NULL,NULL,NULL
257983,2021-12-24,NULL,NULL,NULL,NULL
257984,2021-12-24,NULL,NULL,NULL,NULL
257985,2021-12-24,2021-12-24,NULL,0,NULL
257986,2021-12-24,2021-12-25,NULL,1,NULL
257987,2021-12-24,NULL,NULL,NULL,NULL
257988,2021-12-24,NULL,NULL,NULL,NULL
257989,2021-12-24,NULL,NULL,NULL,NULL
257990,2021-12-24,NULL,NULL,NULL,NULL
257991,2021-12-24,2021-12-24,NULL,0,NULL
257992,2021-12-24,NULL,NULL,NULL,NULL
257993,2021-12-24,NULL,NULL,NULL,NULL
257994,2021-12-24,2022-07-10,NULL,198,NULL
257995,2021-12-24,2022-02-02,NULL,40,NULL
257996,2021-12-24,NULL,NULL,NULL,NULL
257997,2021-12-24,NULL,NULL,NULL,NULL
257998,2021-12-24,2021-12-24,NULL,0,NULL
257999,2021-12-24,2021-12-24,NULL,0,NULL
258000,2021-12-24,2021-12-24,NULL,0,NULL
258001,2021-12-24,NULL,NULL,NULL,NULL
258002,2021-12-24,NULL,NULL,NULL,NULL
258003,2021-12-24,2021-12-24,NULL,0,NULL
258004,2021-12-24,2021-12-24,NULL,0,NULL
258005,2021-12-24,NULL,NULL,NULL,NULL
258006,2021-12-24,NULL,NULL,NULL,NULL
258007,2021-12-24,2021-12-24,NULL,0,NULL
258008,2021-12-24,NULL,NULL,NULL,NULL
258009,2021-12-24,2022-05-10,NULL,137,NULL
258010,2021-12-24,2021-12-26,NULL,2,NULL
258011,2021-12-24,2021-12-24,NULL,0,NULL
258012,2021-12-24,NULL,NULL,NULL,NULL
258013,2021-12-24,NULL,NULL,NULL,NULL
258014,2021-12-24,2021-12-24,NULL,0,NULL
258015,2021-12-24,2021-12-24,NULL,0,NULL
258016,2021-12-24,2021-12-24,NULL,0,NULL
258017,2021-12-24,NULL,NULL,NULL,NULL
258018,2021-12-24,NULL,NULL,NULL,NULL
258019,2021-12-24,NULL,NULL,NULL,NULL
258020,2021-12-24,2021-12-25,2021-12-25,1,0
258021,2021-12-24,2021-12-24,NULL,0,NULL
258022,2021-12-24,NULL,NULL,NULL,NULL
258023,2021-12-24,NULL,NULL,NULL,NULL
258024,2021-12-24,2021-12-24,NULL,0,NULL
258025,2021-12-24,2021-12-24,NULL,0,NULL
258026,2021-12-24,NULL,NULL,NULL,NULL
258027,2021-12-24,NULL,NULL,NULL,NULL
258028,2021-12-24,2021-12-26,NULL,2,NULL
258029,2021-12-24,NULL,NULL,NULL,NULL
258030,2021-12-24,NULL,NULL,NULL,NULL
258031,2021-12-24,2021-12-29,NULL,5,NULL
258032,2021-12-24,2021-12-24,NULL,0,NULL
258033,2021-12-24,2021-12-24,NULL,0,NULL
258034,2021-12-24,2021-12-24,NULL,0,NULL
258035,2021-12-24,2021-12-25,NULL,1,NULL
258036,2021-12-24,2021-12-24,NULL,0,NULL
258037,2021-12-24,2021-12-24,NULL,0,NULL
258038,2021-12-24,NULL,NULL,NULL,NULL
258039,2021-12-24,NULL,NULL,NULL,NULL
258040,2021-12-24,NULL,NULL,NULL,NULL
258041,2021-12-24,NULL,NULL,NULL,NULL
258042,2021-12-24,2021-12-24,NULL,0,NULL
258043,2021-12-24,NULL,NULL,NULL,NULL
258044,2021-12-24,2021-12-24,2022-01-17,0,24
258045,2021-12-24,NULL,NULL,NULL,NULL
258046,2021-12-24,2021-12-24,2022-12-02,0,343
258047,2021-12-24,NULL,NULL,NULL,NULL
258048,2021-12-24,NULL,NULL,NULL,NULL
258049,2021-12-24,NULL,NULL,NULL,NULL
258050,2021-12-25,NULL,NULL,NULL,NULL
258051,2021-12-25,2021-12-25,2021-12-25,0,0
258052,2021-12-25,NULL,NULL,NULL,NULL
258053,2021-12-25,2021-12-25,NULL,0,NULL
258054,2021-12-25,2021-12-25,NULL,0,NULL
258055,2021-12-25,2021-12-25,NULL,0,NULL
258056,2021-12-25,NULL,NULL,NULL,NULL
258057,2021-12-25,2021-12-25,NULL,0,NULL
258058,2021-12-25,NULL,NULL,NULL,NULL
258059,2021-12-25,NULL,NULL,NULL,NULL
258060,2021-12-25,NULL,NULL,NULL,NULL
258061,2021-12-25,2021-12-25,NULL,0,NULL
258062,2021-12-25,NULL,NULL,NULL,NULL
258063,2021-12-25,NULL,NULL,NULL,NULL
258064,2021-12-25,2021-12-25,NULL,0,NULL
258065,2021-12-25,2021-12-25,NULL,0,NULL
258066,2021-12-25,NULL,NULL,NULL,NULL
258067,2021-12-25,2021-12-25,NULL,0,NULL
258068,2021-12-25,2021-12-25,NULL,0,NULL
258069,2021-12-25,NULL,NULL,NULL,NULL
258070,2021-12-25,2021-12-25,NULL,0,NULL
258071,2021-12-25,2021-12-25,NULL,0,NULL
258072,2021-12-25,NULL,NULL,NULL,NULL
258073,2021-12-25,2021-12-25,NULL,0,NULL
258074,2021-12-25,2021-12-25,NULL,0,NULL
258075,2021-12-25,NULL,NULL,NULL,NULL
258076,2021-12-25,2021-12-25,NULL,0,NULL
258077,2021-12-25,2021-12-25,NULL,0,NULL
258078,2021-12-25,2021-12-25,NULL,0,NULL
258079,2021-12-25,NULL,NULL,NULL,NULL
258080,2021-12-25,2021-12-31,NULL,6,NULL
258081,2021-12-25,2021-12-25,NULL,0,NULL
258082,2021-12-25,2022-02-01,NULL,38,NULL
258083,2021-12-25,2021-12-25,NULL,0,NULL
258084,2021-12-25,NULL,NULL,NULL,NULL
258085,2021-12-25,NULL,NULL,NULL,NULL
258086,2021-12-25,NULL,NULL,NULL,NULL
258087,2021-12-25,NULL,NULL,NULL,NULL
258088,2021-12-25,NULL,NULL,NULL,NULL
258089,2021-12-25,2021-12-25,NULL,0,NULL
258090,2021-12-25,NULL,NULL,NULL,NULL
258091,2021-12-25,NULL,NULL,NULL,NULL
258092,2021-12-25,2021-12-25,NULL,0,NULL
258093,2021-12-25,2021-12-25,NULL,0,NULL
258094,2021-12-25,NULL,NULL,NULL,NULL
258095,2021-12-25,NULL,NULL,NULL,NULL
258096,2021-12-25,2021-12-25,NULL,0,NULL
258097,2021-12-25,2021-12-25,NULL,0,NULL
258098,2021-12-25,2021-12-25,NULL,0,NULL
258099,2021-12-25,NULL,NULL,NULL,NULL
258100,2021-12-25,NULL,NULL,NULL,NULL
258101,2021-12-25,2021-12-25,NULL,0,NULL
258102,2021-12-25,NULL,NULL,NULL,NULL
258103,2021-12-25,NULL,NULL,NULL,NULL
258104,2021-12-25,NULL,NULL,NULL,NULL
258105,2021-12-25,2021-12-25,NULL,0,NULL
258106,2021-12-25,NULL,NULL,NULL,NULL
258107,2021-12-25,NULL,NULL,NULL,NULL
258108,2021-12-25,2021-12-25,NULL,0,NULL
258109,2021-12-25,NULL,NULL,NULL,NULL
258110,2021-12-25,2021-12-25,NULL,0,NULL
258111,2021-12-25,NULL,NULL,NULL,NULL
258112,2021-12-25,2021-12-25,NULL,0,NULL
258113,2021-12-25,NULL,NULL,NULL,NULL
258114,2021-12-25,2021-12-25,NULL,0,NULL
258115,2021-12-25,2021-12-26,NULL,1,NULL
258116,2021-12-25,2021-12-25,NULL,0,NULL
258117,2021-12-25,NULL,NULL,NULL,NULL
258118,2021-12-25,NULL,NULL,NULL,NULL
258119,2021-12-25,2021-12-25,2021-12-25,0,0
258120,2021-12-25,NULL,NULL,NULL,NULL
258121,2021-12-25,2021-12-25,2021-12-26,0,1
258122,2021-12-26,NULL,NULL,NULL,NULL
258123,2021-12-26,2021-12-26,NULL,0,NULL
258124,2021-12-26,NULL,NULL,NULL,NULL
258125,2021-12-26,NULL,NULL,NULL,NULL
258126,2021-12-26,NULL,NULL,NULL,NULL
258127,2021-12-26,2021-12-26,NULL,0,NULL
258128,2021-12-26,NULL,NULL,NULL,NULL
258129,2021-12-26,NULL,NULL,NULL,NULL
258130,2021-12-26,2021-12-30,NULL,4,NULL
258131,2021-12-26,NULL,NULL,NULL,NULL
258132,2021-12-26,2021-12-27,NULL,1,NULL
258133,2021-12-26,2021-12-26,NULL,0,NULL
258134,2021-12-26,NULL,NULL,NULL,NULL
258135,2021-12-26,2021-12-26,NULL,0,NULL
258136,2021-12-26,NULL,NULL,NULL,NULL
258137,2021-12-26,2021-12-26,2022-01-01,0,6
258138,2021-12-26,NULL,NULL,NULL,NULL
258139,2021-12-26,NULL,NULL,NULL,NULL
258140,2021-12-26,NULL,NULL,NULL,NULL
258141,2021-12-26,2021-12-26,2021-12-26,0,0
258142,2021-12-26,NULL,NULL,NULL,NULL
258143,2021-12-26,2021-12-26,NULL,0,NULL
258144,2021-12-26,2021-12-26,NULL,0,NULL
258145,2021-12-26,2021-12-26,NULL,0,NULL
258146,2021-12-26,NULL,2021-12-26,NULL,NULL
258147,2021-12-26,NULL,NULL,NULL,NULL
258148,2021-12-26,NULL,NULL,NULL,NULL
258149,2021-12-26,2021-12-26,NULL,0,NULL
258150,2021-12-26,2021-12-26,NULL,0,NULL
258151,2021-12-26,NULL,NULL,NULL,NULL
258152,2021-12-26,2021-12-26,NULL,0,NULL
258153,2021-12-26,NULL,NULL,NULL,NULL
258154,2021-12-26,2021-12-26,2022-03-21,0,85
258155,2021-12-26,2021-12-26,NULL,0,NULL
258156,2021-12-26,NULL,NULL,NULL,NULL
258157,2021-12-26,2021-12-26,NULL,0,NULL
258158,2021-12-26,2021-12-26,2021-12-27,0,1
258159,2021-12-26,2021-12-26,NULL,0,NULL
258160,2021-12-26,NULL,NULL,NULL,NULL
258161,2021-12-26,2021-12-26,2022-10-24,0,302
258162,2021-12-26,2022-01-02,NULL,7,NULL
258163,2021-12-26,2021-12-26,2021-12-26,0,0
258164,2021-12-26,NULL,NULL,NULL,NULL
258165,2021-12-26,2021-12-26,NULL,0,NULL
258166,2021-12-26,NULL,NULL,NULL,NULL
258167,2021-12-26,2021-12-26,NULL,0,NULL
258168,2021-12-26,NULL,NULL,NULL,NULL
258169,2021-12-26,2021-12-29,NULL,3,NULL
258170,2021-12-26,2021-12-26,NULL,0,NULL
258171,2021-12-26,NULL,NULL,NULL,NULL
258172,2021-12-26,2021-12-26,NULL,0,NULL
258173,2021-12-26,NULL,NULL,NULL,NULL
258174,2021-12-26,NULL,NULL,NULL,NULL
258175,2021-12-26,NULL,NULL,NULL,NULL
258176,2021-12-26,NULL,NULL,NULL,NULL
258177,2021-12-26,NULL,NULL,NULL,NULL
258178,2021-12-26,2021-12-26,NULL,0,NULL
258179,2021-12-26,NULL,NULL,NULL,NULL
258180,2021-12-26,NULL,NULL,NULL,NULL
258181,2021-12-26,NULL,NULL,NULL,NULL
258182,2021-12-26,NULL,NULL,NULL,NULL
258183,2021-12-26,NULL,NULL,NULL,NULL
258184,2021-12-26,NULL,NULL,NULL,NULL
258185,2021-12-26,NULL,NULL,NULL,NULL
258186,2021-12-26,NULL,NULL,NULL,NULL
258187,2021-12-26,NULL,NULL,NULL,NULL
258188,2021-12-26,2021-12-26,NULL,0,NULL
258189,2021-12-26,2021-12-26,NULL,0,NULL
258190,2021-12-26,NULL,NULL,NULL,NULL
258191,2021-12-26,2021-12-26,NULL,0,NULL
258192,2021-12-26,2021-12-26,NULL,0,NULL
258193,2021-12-26,2021-12-26,NULL,0,NULL
258194,2021-12-26,2021-12-26,NULL,0,NULL
258195,2021-12-26,2021-12-26,NULL,0,NULL
258196,2021-12-26,NULL,NULL,NULL,NULL
258197,2021-12-26,NULL,NULL,NULL,NULL
258198,2021-12-26,2021-12-26,NULL,0,NULL
258199,2021-12-26,NULL,NULL,NULL,NULL
258200,2021-12-26,NULL,NULL,NULL,NULL
258201,2021-12-26,2022-01-21,2022-11-26,26,309
258202,2021-12-26,2021-12-27,NULL,1,NULL
258203,2021-12-26,2021-12-28,NULL,2,NULL
258204,2021-12-26,2021-12-26,NULL,0,NULL
258205,2021-12-26,NULL,NULL,NULL,NULL
258206,2021-12-26,2021-12-26,NULL,0,NULL
258207,2021-12-26,NULL,NULL,NULL,NULL
258208,2021-12-26,NULL,NULL,NULL,NULL
258209,2021-12-26,2021-12-26,2021-12-30,0,4
258210,2021-12-26,2021-12-26,NULL,0,NULL
258211,2021-12-26,2021-12-26,NULL,0,NULL
258212,2021-12-26,2021-12-26,2022-01-07,0,12
258213,2021-12-26,2021-12-26,NULL,0,NULL
258214,2021-12-26,NULL,NULL,NULL,NULL
258215,2021-12-27,NULL,NULL,NULL,NULL
258216,2021-12-27,2021-12-27,NULL,0,NULL
258217,2021-12-27,NULL,NULL,NULL,NULL
258218,2021-12-27,NULL,NULL,NULL,NULL
258219,2021-12-27,2021-12-27,NULL,0,NULL
258220,2021-12-27,NULL,NULL,NULL,NULL
258221,2021-12-27,2021-12-27,2021-12-27,0,0
258222,2021-12-27,NULL,NULL,NULL,NULL
258223,2021-12-27,2021-12-27,2021-12-27,0,0
258224,2021-12-27,2021-12-27,NULL,0,NULL
258225,2021-12-27,2021-12-27,NULL,0,NULL
258226,2021-12-27,NULL,NULL,NULL,NULL
258227,2021-12-27,2021-12-27,NULL,0,NULL
258228,2021-12-27,NULL,NULL,NULL,NULL
258229,2021-12-27,NULL,NULL,NULL,NULL
258230,2021-12-27,NULL,NULL,NULL,NULL
258231,2021-12-27,NULL,NULL,NULL,NULL
258232,2021-12-27,2021-12-27,NULL,0,NULL
258233,2021-12-27,NULL,NULL,NULL,NULL
258234,2021-12-27,NULL,NULL,NULL,NULL
258235,2021-12-27,NULL,NULL,NULL,NULL
258236,2021-12-27,NULL,NULL,NULL,NULL
258237,2021-12-27,NULL,NULL,NULL,NULL
258238,2021-12-27,2021-12-27,NULL,0,NULL
258239,2021-12-27,NULL,NULL,NULL,NULL
258240,2021-12-27,NULL,NULL,NULL,NULL
258241,2021-12-27,2021-12-27,NULL,0,NULL
258242,2021-12-27,NULL,NULL,NULL,NULL
258243,2021-12-27,2021-12-27,NULL,0,NULL
258244,2021-12-27,2021-12-27,NULL,0,NULL
258245,2021-12-27,NULL,NULL,NULL,NULL
258246,2021-12-27,NULL,NULL,NULL,NULL
258247,2021-12-27,2021-12-27,NULL,0,NULL
258248,2021-12-27,NULL,NULL,NULL,NULL
258249,2021-12-27,2021-12-27,NULL,0,NULL
258250,2021-12-27,2021-12-27,NULL,0,NULL
258251,2021-12-27,2021-12-30,NULL,3,NULL
258252,2021-12-27,NULL,NULL,NULL,NULL
258253,2021-12-27,NULL,NULL,NULL,NULL
258254,2021-12-27,NULL,NULL,NULL,NULL
258255,2021-12-27,2021-12-29,NULL,2,NULL
258256,2021-12-27,2021-12-27,2022-03-28,0,91
258257,2021-12-27,NULL,NULL,NULL,NULL
258258,2021-12-27,NULL,NULL,NULL,NULL
258259,2021-12-27,2021-12-27,NULL,0,NULL
258260,2021-12-27,2021-12-27,NULL,0,NULL
258261,2021-12-27,2021-12-27,NULL,0,NULL
258262,2021-12-27,2022-06-11,NULL,166,NULL
258263,2021-12-27,NULL,NULL,NULL,NULL
258264,2021-12-27,NULL,NULL,NULL,NULL
258265,2021-12-27,2021-12-27,NULL,0,NULL
258266,2021-12-27,NULL,NULL,NULL,NULL
258267,2021-12-27,2021-12-27,NULL,0,NULL
258268,2021-12-27,2021-12-27,NULL,0,NULL
258269,2021-12-27,NULL,NULL,NULL,NULL
258270,2021-12-27,NULL,NULL,NULL,NULL
258271,2021-12-27,NULL,NULL,NULL,NULL
258272,2021-12-27,2022-01-03,NULL,7,NULL
258273,2021-12-27,2021-12-27,NULL,0,NULL
258274,2021-12-27,NULL,NULL,NULL,NULL
258275,2021-12-27,2021-12-27,NULL,0,NULL
258276,2021-12-27,2021-12-27,NULL,0,NULL
258277,2021-12-27,NULL,NULL,NULL,NULL
258278,2021-12-27,2021-12-27,NULL,0,NULL
258279,2021-12-27,2021-12-27,NULL,0,NULL
258280,2021-12-27,NULL,NULL,NULL,NULL
258281,2021-12-27,2021-12-27,NULL,0,NULL
258282,2021-12-27,NULL,NULL,NULL,NULL
258283,2021-12-27,NULL,NULL,NULL,NULL
258284,2021-12-27,NULL,NULL,NULL,NULL
258285,2021-12-27,2021-12-27,NULL,0,NULL
258286,2021-12-27,NULL,NULL,NULL,NULL
258287,2021-12-27,NULL,NULL,NULL,NULL
258288,2021-12-27,2021-12-27,NULL,0,NULL
258289,2021-12-27,2021-12-27,NULL,0,NULL
258290,2021-12-27,2021-12-27,NULL,0,NULL
258291,2021-12-27,2021-12-27,NULL,0,NULL
258292,2021-12-27,2021-12-27,NULL,0,NULL
258293,2021-12-27,2021-12-27,NULL,0,NULL
258294,2021-12-27,NULL,NULL,NULL,NULL
258295,2021-12-27,2021-12-27,NULL,0,NULL
258296,2021-12-27,2021-12-27,NULL,0,NULL
258297,2021-12-27,2021-12-27,NULL,0,NULL
258298,2021-12-27,NULL,NULL,NULL,NULL
258299,2021-12-27,NULL,NULL,NULL,NULL
258300,2021-12-27,NULL,NULL,NULL,NULL
258301,2021-12-27,NULL,NULL,NULL,NULL
258302,2021-12-27,NULL,NULL,NULL,NULL
258303,2021-12-27,2021-12-27,NULL,0,NULL
258304,2021-12-27,NULL,NULL,NULL,NULL
258305,2021-12-27,2021-12-27,NULL,0,NULL
258306,2021-12-27,NULL,NULL,NULL,NULL
258307,2021-12-27,2021-12-27,NULL,0,NULL
258308,2021-12-27,2022-01-06,NULL,10,NULL
258309,2021-12-27,NULL,NULL,NULL,NULL
258310,2021-12-27,2021-12-27,NULL,0,NULL
258311,2021-12-27,2021-12-27,2022-02-03,0,38
258312,2021-12-27,2021-12-27,NULL,0,NULL
258313,2021-12-27,2021-12-27,NULL,0,NULL
258314,2021-12-27,NULL,NULL,NULL,NULL
258315,2021-12-27,NULL,NULL,NULL,NULL
258316,2021-12-27,2021-12-27,NULL,0,NULL
258317,2021-12-27,2021-12-27,NULL,0,NULL
258318,2021-12-27,2022-04-24,NULL,118,NULL
258319,2021-12-27,NULL,NULL,NULL,NULL
258320,2021-12-27,2021-12-27,2022-01-01,0,5
258321,2021-12-27,NULL,2021-12-27,NULL,NULL
258322,2021-12-27,NULL,NULL,NULL,NULL
258323,2021-12-27,2021-12-27,NULL,0,NULL
258324,2021-12-27,2021-12-27,NULL,0,NULL
258325,2021-12-27,2022-01-09,2022-01-28,13,19
258326,2021-12-27,2021-12-27,NULL,0,NULL
258327,2021-12-27,NULL,NULL,NULL,NULL
258328,2021-12-28,NULL,NULL,NULL,NULL
258329,2021-12-28,NULL,NULL,NULL,NULL
258330,2021-12-28,NULL,NULL,NULL,NULL
258331,2021-12-28,NULL,NULL,NULL,NULL
258332,2021-12-28,2022-01-05,NULL,8,NULL
258333,2021-12-28,2021-12-28,NULL,0,NULL
258334,2021-12-28,NULL,NULL,NULL,NULL
258335,2021-12-28,NULL,NULL,NULL,NULL
258336,2021-12-28,2021-12-28,NULL,0,NULL
258337,2021-12-28,2021-12-28,2021-12-28,0,0
258338,2021-12-28,2021-12-28,2021-12-28,0,0
258339,2021-12-28,2021-12-28,NULL,0,NULL
258340,2021-12-28,2021-12-28,NULL,0,NULL
258341,2021-12-28,2021-12-28,NULL,0,NULL
258342,2021-12-28,2021-12-28,NULL,0,NULL
258343,2021-12-28,2021-12-28,NULL,0,NULL
258344,2021-12-28,2021-12-28,NULL,0,NULL
258345,2021-12-28,NULL,NULL,NULL,NULL
258346,2021-12-28,NULL,NULL,NULL,NULL
258347,2021-12-28,2021-12-28,NULL,0,NULL
258348,2021-12-28,NULL,NULL,NULL,NULL
258349,2021-12-28,2022-06-19,2022-09-20,173,93
258350,2021-12-28,NULL,NULL,NULL,NULL
258351,2021-12-28,2021-12-28,NULL,0,NULL
258352,2021-12-28,NULL,NULL,NULL,NULL
258353,2021-12-28,NULL,NULL,NULL,NULL
258354,2021-12-28,NULL,NULL,NULL,NULL
258355,2021-12-28,2021-12-28,NULL,0,NULL
258356,2021-12-28,NULL,NULL,NULL,NULL
258357,2021-12-28,NULL,NULL,NULL,NULL
258358,2021-12-28,NULL,NULL,NULL,NULL
258359,2021-12-28,2021-12-28,NULL,0,NULL
258360,2021-12-28,NULL,NULL,NULL,NULL
258361,2021-12-28,NULL,NULL,NULL,NULL
258362,2021-12-28,2021-12-28,NULL,0,NULL
258363,2021-12-28,2021-12-28,NULL,0,NULL
258364,2021-12-28,NULL,NULL,NULL,NULL
258365,2021-12-28,2021-12-28,NULL,0,NULL
258366,2021-12-28,2021-12-28,NULL,0,NULL
258367,2021-12-28,NULL,NULL,NULL,NULL
258368,2021-12-28,2021-12-29,NULL,1,NULL
258369,2021-12-28,2021-12-28,NULL,0,NULL
258370,2021-12-28,2021-12-28,NULL,0,NULL
258371,2021-12-28,NULL,NULL,NULL,NULL
258372,2021-12-28,2021-12-28,NULL,0,NULL
258373,2021-12-28,2022-01-19,2022-01-28,22,9
258374,2021-12-28,2021-12-28,2021-12-28,0,0
258375,2021-12-28,NULL,NULL,NULL,NULL
258376,2021-12-28,NULL,NULL,NULL,NULL
258377,2021-12-28,2021-12-28,NULL,0,NULL
258378,2021-12-28,2021-12-28,NULL,0,NULL
258379,2021-12-28,NULL,NULL,NULL,NULL
258380,2021-12-28,NULL,NULL,NULL,NULL
258381,2021-12-28,NULL,NULL,NULL,NULL
258382,2021-12-28,2022-01-02,NULL,5,NULL
258383,2021-12-28,NULL,NULL,NULL,NULL
258384,2021-12-28,2021-12-28,NULL,0,NULL
258385,2021-12-28,2021-12-28,NULL,0,NULL
258386,2021-12-28,2021-12-28,2021-12-29,0,1
258387,2021-12-28,2021-12-28,NULL,0,NULL
258388,2021-12-28,2021-12-28,NULL,0,NULL
258389,2021-12-28,NULL,NULL,NULL,NULL
258390,2021-12-28,NULL,NULL,NULL,NULL
258391,2021-12-28,NULL,NULL,NULL,NULL
258392,2021-12-28,2021-12-28,NULL,0,NULL
258393,2021-12-28,2022-01-06,NULL,9,NULL
258394,2021-12-28,2021-12-28,NULL,0,NULL
258395,2021-12-28,NULL,NULL,NULL,NULL
258396,2021-12-28,NULL,NULL,NULL,NULL
258397,2021-12-28,2021-12-30,NULL,2,NULL
258398,2021-12-28,NULL,NULL,NULL,NULL
258399,2021-12-28,2021-12-29,NULL,1,NULL
258400,2021-12-28,2021-12-28,NULL,0,NULL
258401,2021-12-28,NULL,NULL,NULL,NULL
258402,2021-12-28,2021-12-31,NULL,3,NULL
258403,2021-12-28,2021-12-28,NULL,0,NULL
258404,2021-12-28,2021-12-28,NULL,0,NULL
258405,2021-12-28,2021-12-28,NULL,0,NULL
258406,2021-12-28,2021-12-28,NULL,0,NULL
258407,2021-12-28,NULL,NULL,NULL,NULL
258408,2021-12-28,NULL,NULL,NULL,NULL
258409,2021-12-28,NULL,NULL,NULL,NULL
258410,2021-12-28,2021-12-28,NULL,0,NULL
258411,2021-12-28,NULL,NULL,NULL,NULL
258412,2021-12-28,2021-12-28,NULL,0,NULL
258413,2021-12-28,2021-12-28,NULL,0,NULL
258414,2021-12-28,NULL,NULL,NULL,NULL
258415,2021-12-28,2021-12-28,NULL,0,NULL
258416,2021-12-28,2021-12-28,NULL,0,NULL
258417,2021-12-28,NULL,NULL,NULL,NULL
